"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 07, 2017","111.95","111.97","112.00","111.95","0.19K","-0.02%"
"Mar 06, 2017","111.97","111.95","112.00","111.95","5.19K","0.00%"
"Mar 03, 2017","111.97","111.96","112.00","111.92","5.21K","0.05%"
"Mar 02, 2017","111.91","111.92","111.94","111.87","4.65K","0.00%"
"Mar 01, 2017","111.91","111.87","111.91","111.87","0.18K","0.03%"
"Feb 28, 2017","111.88","111.85","111.92","111.85","0.11K","0.03%"
"Feb 27, 2017","111.85","111.85","111.86","111.85","0.15K","0.01%"
"Feb 24, 2017","111.84","111.81","111.85","111.80","5.00K","0.04%"
"Feb 23, 2017","111.79","111.81","111.81","111.76","7.25K","-0.02%"
"Feb 22, 2017","111.81","111.82","111.82","111.73","0.53K","-0.01%"
"Feb 21, 2017","111.82","111.82","111.85","111.81","0.60K","-0.08%"
"Feb 20, 2017","111.91","111.93","111.93","111.89","0.56K","0.00%"
"Feb 17, 2017","111.91","111.92","111.98","111.91","2.07K","-0.04%"
"Feb 16, 2017","111.95","111.96","111.96","111.90","0.83K","0.01%"
"Feb 15, 2017","111.94","111.93","111.96","111.93","0.84K","0.01%"
"Feb 14, 2017","111.93","111.97","111.97","111.97","0.69K","0.00%"
"Feb 13, 2017","111.93","111.87","111.94","111.87","2.73K","0.02%"
"Feb 10, 2017","111.91","111.96","111.96","111.91","1.68K","-0.04%"
"Feb 09, 2017","111.96","111.92","112.01","111.92","13.27K","0.03%"
"Feb 08, 2017","111.93","111.85","111.90","111.85","0.05K","0.05%"
"Feb 07, 2017","111.87","111.90","111.90","111.85","0.56K","0.04%"
"Feb 06, 2017","111.82","111.87","111.91","111.85","9.19K","-0.06%"
"Feb 03, 2017","111.89","111.94","111.96","111.89","1.79K","-0.04%"
"Feb 02, 2017","111.93","111.84","111.86","111.84","14.41K","0.09%"
"Feb 01, 2017","111.83","111.92","111.92","111.83","1.20K","-0.04%"
"Jan 31, 2017","111.88","111.83","111.90","111.83","3.56K","0.03%"
"Jan 30, 2017","111.85","111.85","111.88","111.84","8.58K","-0.09%"
"Jan 27, 2017","111.95","111.97","111.97","111.93","0.45K","-0.03%"
"Jan 26, 2017","111.98","112.04","112.04","111.98","0.95K","-0.06%"
"Jan 25, 2017","112.05","112.08","112.08","112.05","1.44K","-0.02%"
"Jan 24, 2017","112.07","112.10","112.10","112.06","2.19K","0.01%"
"Jan 23, 2017","112.06","112.09","112.09","112.04","0.35K","-0.02%"
"Jan 20, 2017","112.08","112.05","112.09","112.05","0.55K","0.01%"
"Jan 19, 2017","112.07","112.10","112.10","112.05","1.88K","-0.04%"
"Jan 18, 2017","112.12","112.13","112.13","112.12","0.07K","0.03%"
"Jan 17, 2017","112.09","112.12","112.12","112.00","6.08K","0.03%"
"Jan 16, 2017","112.06","112.07","112.08","112.01","5.54K","0.01%"
"Jan 13, 2017","112.05","112.08","112.09","112.08","0.74K","-0.01%"
"Jan 12, 2017","112.06","112.08","112.08","112.05","0.66K","0.00%"
"Jan 11, 2017","112.06","112.11","112.11","112.04","3.10K","-0.01%"
"Jan 10, 2017","112.07","112.11","112.11","112.03","1.68K","0.03%"
"Jan 09, 2017","112.04","112.00","112.03","112.00","0.07K","0.04%"
"Jan 06, 2017","112.00","112.05","112.05","112.00","0.07K","-0.04%"
"Jan 05, 2017","112.04","112.08","112.12","112.05","0.67K","-0.09%"
"Jan 04, 2017","112.14","112.11","112.14","112.11","2.16K","0.02%"
"Jan 03, 2017","112.12","112.16","112.18","112.12","2.71K","-0.05%"
"Jan 02, 2017","112.18","112.19","112.20","112.12","1.57K","0.04%"
"Dec 30, 2016","112.14","112.18","112.19","112.18","4.08K","-0.01%"
"Dec 29, 2016","112.15","112.20","112.20","112.12","0.71K","-0.04%"
"Dec 28, 2016","112.19","112.03","112.19","112.03","1.62K","0.04%"
"Dec 27, 2016","112.15","112.19","112.19","112.08","5.29K","0.02%"
"Dec 23, 2016","112.13","112.08","112.15","112.08","0.18K","0.01%"
"Dec 22, 2016","112.12","112.10","112.16","112.10","0.86K","0.00%"
"Dec 21, 2016","112.12","112.13","112.16","112.09","6.20K","0.03%"
"Dec 20, 2016","112.09","112.09","112.11","112.06","3.10K","0.02%"
"Dec 19, 2016","112.07","112.07","112.10","112.07","2.62K","0.01%"
"Dec 16, 2016","112.06","112.10","112.10","111.81","0.67K","-0.02%"
"Dec 15, 2016","112.08","112.08","112.12","112.05","0.61K","-0.03%"
"Dec 14, 2016","112.11","112.13","112.14","112.08","0.56K","0.02%"
"Dec 13, 2016","112.09","112.07","112.10","112.04","4.46K","0.07%"
"Dec 12, 2016","112.01","111.96","111.99","111.95","4.53K","0.05%"
"Dec 09, 2016","111.95","111.86","111.92","111.86","0.24K","0.13%"
